arnumber,customertype,industrygroup,isterminated,customername,supportmodel,liveyear,livequarter,livemonth,vertical
BAY1006,Customer - Strategic,Healthcare,0,Baylor Miraca Genetics Labratories LLC,CAST 1.0,2019,Qtr 3,July,HEALTHCARE
BAY1007,Customer - Enterprise,Manufacturing,0,Cordis US Corp,UMS,2021,Qtr 3,August,MFG - LIFE SCI
BAY5000,Customer - Strategic,Manufacturing,0,Baylis Medical Company Inc.,CAST Canada,2021,Qtr 1,January,MFG - LIFE SCI
BCD1000,Customer - Enterprise,Business Services,0,BCD Travel USA LLC,UMS,2019,Qtr 3,September,S&D
BCF5000,Customer - Strategic,Technology and Professional Services,0,BCF Montreal Inc.,CAST Canada,2021,Qtr 1,February,S&D
BCT5000,Customer - Enterprise,Agriculture and Natural Resources,0,BC Tree Fruits Cooperative Ltd.,CAST Canada,2018,Qtr 2,April,MFG
BEA1008,Customer - Enterprise,Wholesale Trade,0,"Beacon Sales Acquisition, Inc.",Global,2018,Qtr 4,December,S&D
BEA1009,Customer - Enterprise,Healthcare,1,"Beacon Health Options, Inc.",CAST 2.0,2020,Qtr 1,January,HEALTHCARE
BEA1010,Customer - Mid-Market,Retail,0,"Beacon Street Services, LLC",CAST 2.0,2019,Qtr 1,January,S&D
BEA1011,Customer - Strategic,Finance and Insurance,0,The Beacon Mutual Insurance Company,CAST 1.0,2019,Qtr 4,October,S&D - FIN
BEA5000,Customer - Strategic,,0,Beanfield Technologies Inc.,CAST Canada,2021,Qtr 1,March,S&D
BEC1004,Customer - Strategic,Manufacturing,0,"Beckett Air, Inc.",CAST 1.0,2018,Qtr 2,April,MFG
BEE5000,Customer - Mid-Market,Wholesale Trade,0,Bee Maid Honey Limited,CAST Canada,2019,Qtr 2,April,S&D
BEH1002,Customer - Enterprise,Healthcare,0,360 Behavioral Health,CAST 2.0,2020,Qtr 1,January,HEALTHCARE
BEH1003,Customer - Strategic,Healthcare,0,"Behavioral Health System Baltimore, Inc.",CAST 1.0,2019,Qtr 4,October,PUBLIC SECTOR
BEH1004,Customer - Mid-Market,Healthcare,0,"Behavioral Health Works, Inc.",CAST 2.0,2019,Qtr 4,December,HEALTHCARE
BEH5000,Customer - Strategic,Technology and Professional Services,0,Behaviour Interactive Inc,CAST Canada,2021,Qtr 2,June,S&D
BEL1006,Customer - Mid-Market,Transportation and Warehousing,0,Beltmann Group Incorporated,CAST 1.0,2018,Qtr 1,January,S&D
BEL1007,Customer - Enterprise,Manufacturing,0,BEL USA LLC,CAST 2.0,2018,Qtr 4,October,RETAIL
BEL1008,Customer - Strategic,Sports and Entertainment,1,Bellevue Club,,2018,Qtr 4,October,RETAIL
BEL1009,Customer - Strategic,Healthcare,1,"Bello Machre, Inc",CAST 1.0,2018,Qtr 4,December,HEALTHCARE
BEL1010,Customer - Enterprise,Business Services,0,"Belflex Staffing Network, LLC",CAST 2.0,2019,Qtr 2,April,S&D
BEL1011,Customer - Strategic,Wholesale Trade,0,"Belmont Instrument, LLC",CAST 1.0,2019,Qtr 2,April,MFG - LIFE SCI
BEL1012,Customer - Strategic,Manufacturing,0,Bellicum Pharmaceuticals Inc.,CAST 1.0,2020,Qtr 3,August,MFG - LIFE SCI
BEL1013,Customer - Mid-Market,Technology and Professional Services,0,"Bell Techlogix, Inc.",CAST 2.0,2021,Qtr 1,March,S&D
BEN1015,Customer - Strategic,Business Services,0,"Bently Enterprises, LLC",CAST 1.0,2018,Qtr 3,July,S&D
BEN1016,Customer - Strategic,Manufacturing,0,"Benchmade Knife Co., Inc.",CAST 1.0,2019,Qtr 2,April,MFG
BEN5000,Customer - Mid-Market,Real Estate,0,BentallGreenOak(Canada) Limited Partnership,CAST Canada,2019,Qtr 3,July,S&D
BER1018,Customer - Mid-Market,Technology and Professional Services,0,"Berkeley Research Group, LLC",CAST 2.0,2019,Qtr 1,January,S&D
BER1019,Customer - Strategic,Manufacturing,0,"Bernatello's Pizza, Inc.",CAST 1.0,2018,Qtr 4,October,MFG
BER1020,Customer - Strategic,Utilities and Mining,0,"Berry Petroleum Company, LLC",CAST 1.0,2019,Qtr 1,January,MFG - ENERGY
BER1021,Customer - Strategic,Technology and Professional Services,0,"Berlin Rosen, Ltd.",CAST 1.0,2020,Qtr 1,January,S&D
BER1022,Customer - Enterprise,Construction,0,Bernhard LLC,CAST 2.0,2021,Qtr 2,May,MFG
BER1023,Customer - Strategic,Wholesale Trade,0,"Berendsen, Inc.",CAST 1.0,2021,Qtr 1,January,S&D
BER1024,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,"Berkeley Citizens, Inc.",CAST 1.0,2021,Qtr 3,September,PUBLIC SECTOR
BES1003,Customer - Mid-Market,Manufacturing,0,BestCo Inc.,CAST 1.0,2018,Qtr 1,January,MFG
BET1004,Customer - Strategic,Wholesale Trade,0,"Bettcher Industries, Inc",CAST 1.0,2018,Qtr 4,October,S&D
BFL5000,Customer - Mid-Market,Finance and Insurance,0,BFL CANADA risques et assurances inc,CAST Canada,2018,Qtr 4,October,S&D - FIN
BHG1000,Customer - Mid-Market,Business Services,1,BHG Hotels,,2018,Qtr 2,April,S&D
BID5000,Customer - Mid-Market,Construction,0,Bid Group of Companies,CAST Canada,2019,Qtr 3,August,MFG
BIE1000,Customer - Mid-Market,Manufacturing,0,Biery Cheese Co.,CAST 1.0,2019,Qtr 1,January,MFG
BIN1002,Customer - Strategic,Finance and Insurance,0,"Bind Benefits, Inc.",CAST 1.0,2020,Qtr 3,August,S&D - FIN
BIO1006,Customer - Enterprise,Manufacturing,0,Biogen MA Inc.,CAST 2.0,2018,Qtr 1,January,MFG - LIFE SCI
BIO1009,Customer - Strategic,,0,"BioCryst Pharmaceuticals, Inc.",CAST 1.0,2020,Qtr 4,November,MFG - LIFE SCI
BIO1010,Customer - Strategic,Healthcare,0,"Biote Medical, LLC",CAST 1.0,2021,Qtr 1,January,HEALTHCARE
BIO5000,Customer - Mid-Market,Retail,0,Bioscript Pharmacy Ltd.,CAST Canada,2019,Qtr 4,December,RETAIL
BIT1000,Customer - Strategic,Finance and Insurance,0,"Bittrex, Inc.",CAST 1.0,2019,Qtr 2,June,S&D - FIN
BKF1000,Customer - Strategic,Technology and Professional Services,0,BKF Engineers,CAST 2.0,2020,Qtr 4,October,S&D
BLO1004,Customer - Mid-Market,Healthcare,0,"Blount Memorial Hospital, Incorporated",CAST 2.0,2020,Qtr 2,May,HEALTHCARE
BLU1014,Customer - Enterprise,Retail,0,"BLST Operating Company, LLC f/k/a BLST Acquisition Company LLC",CAST 2.0,2018,Qtr 2,April,RETAIL
BLU1015,Customer - Strategic,Technology and Professional Services,0,"Bluewater Learning, Inc.",CAST 1.0,2018,Qtr 1,January,S&D
BLU1016,Customer - Strategic,Technology and Professional Services,0,"Bluebeam, Inc.",CAST 1.0,2018,Qtr 2,June,S&D
BLU1017,Customer - Strategic,Business Services,0,Blue Prism Limited,CAST 1.0,2018,Qtr 4,October,S&D
BLU1020,Customer - Strategic,Technology and Professional Services,0,"Blume Global, Inc.",CAST 1.0,2019,Qtr 3,September,S&D
BLU1021,Customer - Strategic,Retail,0,"Bluff City Materials, Inc.",CAST 1.0,2020,Qtr 3,September,RETAIL
BNC1000,Customer - Strategic,Finance and Insurance,0,BNC National Bank,CAST 1.0,2020,Qtr 3,August,S&D - FIN
BOA1001,Customer - Mid-Market,Public Sector,0,"Board of County Commissioners of Larimer County, Colorado",CAST 2.0,2018,Qtr 1,January,PUBLIC SECTOR
BOA1002,Customer - Strategic,Wholesale Trade,0,"Boa Technology, Inc.",CAST 1.0,2019,Qtr 3,July,MFG
BOB1005,Customer - Strategic,Construction,0,"Bob's Heating & Air Conditioning, LLC",CAST 2.0,2018,Qtr 4,October,S&D
BOC1000,Customer - Mid-Market,Restaurants and Hospitality,0,"Boca Owner, LLC",CAST 2.0,2021,Qtr 3,September,
BOM1000,Customer - Strategic,Manufacturing,0,"BOMAG Americas, Inc",CAST 1.0,2018,Qtr 3,September,MFG
BOM1001,Customer - Strategic,Technology and Professional Services,0,Beyondtrust Corporation,CAST 2.0,2019,Qtr 2,June,S&D
BON1003,Customer - Strategic,Manufacturing,0,Bongards' Creameries,CAST 2.0,2018,Qtr 4,October,MFG
BON1005,Customer - Enterprise,Manufacturing,0,Bonduelle Fresh Americas,Global,2021,Qtr 1,January,MFG
BON5000,Customer - Mid-Market,Business Services,0,Bond Brand Loyalty Inc.,CAST Canada,2020,Qtr 2,May,S&D
BOO1001,Customer - Strategic,Manufacturing,0,"Boom Technology, Inc.",CAST 1.0,2020,Qtr 1,January,S&D
BOR1002,Customer - Strategic,Construction,0,"Borrego Solar Systems, Inc.",CAST 2.0,2019,Qtr 3,July,MFG
BOT1001,Customer - Strategic,Technology and Professional Services,0,Bottom Line Equipment,CAST 1.0,2020,Qtr 1,January,S&D
BOW1004,Customer - Mid-Market,Sports and Entertainment,0,"Bowl New England, Inc.",CAST 2.0,2020,Qtr 3,September,RETAIL
BOW1005,Customer - Strategic,Agriculture and Natural Resources,0,Bowery Farming Inc.,CAST 1.0,2021,Qtr 1,January,MFG
BOZ1001,Customer - Enterprise,Construction,0,"Bozzuto & Associates, Inc",CAST 2.0,2021,Qtr 1,January,S&D
BPM1000,Customer - Mid-Market,Technology and Professional Services,0,BPM LLP,CAST 2.0,2021,Qtr 3,July,S&D
BRA1007,Customer - Enterprise,Construction,0,"Brand Industrial Services, Incorporated",CAST Canada,2018,Qtr 4,December,S&D
BRA1008,Customer - Mid-Market,Manufacturing,0,Bradford White Corporation,CAST 1.0,2019,Qtr 1,January,MFG
BRA1009,Customer - Strategic,Manufacturing,0,"Bray International, Inc.",CAST 2.0,2019,Qtr 4,December,MFG
BRA1010,Customer - Strategic,Finance and Insurance,0,Brain Corporation,CAST 2.0,2020,Qtr 4,October,S&D
BRE5000,Customer - Strategic,Manufacturing,0,Breka Bakery and Cafe Inc.,CAST Canada,2020,Qtr 2,May,MFG
BRI1017,Customer - Strategic,Finance and Insurance,0,"B. Riley Financial, Inc.",CAST 2.0,2018,Qtr 2,April,S&D
BRI1018,Customer - Strategic,Technology and Professional Services,0,"Brightedge Technologies, Inc.",CAST 1.0,2018,Qtr 1,January,S&D
BRI1019,Customer - Mid-Market,Technology and Professional Services,0,"Bridge Group HH, Inc.",CAST 1.0,2018,Qtr 1,January,S&D
BRI1020,Customer - Strategic,Finance and Insurance,0,"Brinker Capital, Inc.",CAST 1.0,2018,Qtr 4,October,S&D - FIN
BRI1023,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,Brightpoint,CAST 1.0,2020,Qtr 4,October,PUBLIC SECTOR
BRI1025,Customer - Strategic,Finance and Insurance,0,Bridgewater Bank,CAST 1.0,2019,Qtr 3,September,S&D - FIN
BRI1026,Customer - Strategic,Construction,0,Brinkmann Constructors,CAST 1.0,2019,Qtr 4,December,MFG
BRI1027,Customer - Enterprise,Healthcare,0,Brickyard LP,CAST 2.0,2021,Qtr 1,January,HEALTHCARE
BRI1028,Customer - Strategic,Technology and Professional Services,0,"Briggs & Veselka Co., LLP",CAST 1.0,2021,Qtr 1,January,S&D
BRO1017,Customer - Enterprise,Utilities and Mining,0,Broadspectrum Americas Inc.,CAST 2.0,2018,Qtr 1,January,MFG
BRO1019,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,Brooklyn Boulders LLC,CAST 1.0,2018,Qtr 1,January,S&D
BRO1022,Customer - Strategic,Technology and Professional Services,0,"Brown & Crouppen, PC",CAST 1.0,2018,Qtr 3,July,S&D
BRO1023,Customer - Strategic,Education,0,Broward Center for the Performing Arts,CAST 1.0,2018,Qtr 4,December,S&D
BRO1024,Customer - Enterprise,Real Estate,0,"Brown Harris Stevens Residential Management, LLC, Halstead Management Company, LLC",CAST 2.0,2020,Qtr 1,January,S&D
BRO1025,Customer - Strategic,Education,0,"Brookline College, LLC",CAST 1.0,2020,Qtr 3,August,PUBLIC SECTOR - HE
BRO1026,Customer - Strategic,,0,"Broussard Brothers, Inc.",CAST 1.0,2020,Qtr 4,December,S&D
BRO1027,Customer - Strategic,Healthcare,0,Brookdale Premier Addiction Recovery,CAST 1.0,2021,Qtr 2,May,PUBLIC SECTOR
BRO5001,Customer - Mid-Market,Finance and Insurance,0,Brock Solutions Inc.,CAST Canada,2021,Qtr 3,August,S&D
BRS1000,Customer - Strategic,Retail,0,"B & R Supermarket, Inc. dba Milams Markets",CAST 1.0,2021,Qtr 1,March,RETAIL
BUC1003,Customer - Mid-Market,Manufacturing,0,"Buckeye Corrugated, Inc.",CAST 1.0,2018,Qtr 1,January,MFG
BUC1004,Customer - Enterprise,Technology and Professional Services,0,"Buck Global, LLC",UMS,2018,Qtr 4,December,S&D
BUC1005,Customer - Strategic,Technology and Professional Services,0,Buck Institute For Research on Aging,CAST 1.0,2019,Qtr 3,July,MFG - LIFE SCI
BUC1006,Customer - Strategic,Technology and Professional Services,0,Buckley LLP,CAST 1.0,2019,Qtr 3,July,S&D
BUC1007,Customer - Enterprise,Retail,0,The Buckle Inc.,Global,2020,Qtr 4,October,RETAIL
BUC1008,Customer - Strategic,Agriculture and Natural Resources,0,The Buckeye Ranch,CAST 1.0,2019,Qtr 4,November,HEALTHCARE
BUI1005,Customer - Enterprise,Retail,0,"Build-A-Bear Workshop, Inc",CAST 2.0,2019,Qtr 2,April,RETAIL
BUI1006,Customer - Mid-Market,Construction,0,"Builder's Resource Group, Inc.",CAST 2.0,2020,Qtr 2,April,MFG
BUL1002,Customer - Mid-Market,Technology and Professional Services,0,"Bullhorn, Inc.",CAST 2.0,2019,Qtr 1,January,S&D
BUL1003,Customer - Strategic,Technology and Professional Services,0,"Bullseye Telecom, Inc.",CAST 1.0,2020,Qtr 1,January,S&D
BUN1002,Customer - Enterprise,Business Services,0,"Bunkhouse Management, LLC",CAST 1.0,2018,Qtr 4,December,RETAIL
BUR1011,Customer - Mid-Market,Manufacturing,0,Burd & Fletcher Company,CAST 1.0,2018,Qtr 1,January,MFG
BUR1012,Customer - Strategic,Manufacturing,0,Burke Porter Group,CAST 2.0,2018,Qtr 4,December,MFG
BUR1013,Customer - Strategic,Manufacturing,0,Burr Oak Tool Inc.,CAST 1.0,2019,Qtr 2,April,MFG
BUR1015,Customer - Strategic,Technology and Professional Services,0,Burkert USA Corporation,CAST 1.0,2019,Qtr 4,December,MFG
BUR1016,Customer - Strategic,Technology and Professional Services,0,BURGESS INFORMATION SYSTEMS INC.,CAST 1.0,2021,Qtr 2,June,S&D
BUS1000,Customer - Mid-Market,Media and Publishing Services,1,"Business Wire, Inc.",,2018,Qtr 1,January,S&D
BUS1004,Customer - Mid-Market,Finance and Insurance,0,Busey Bank,CAST 2.0,2019,Qtr 3,July,S&D - FIN
BUS1005,Customer - Mid-Market,Manufacturing,0,Bush Brothers & Company,CAST 2.0,2020,Qtr 2,June,MFG
BUT1000,Customer - Enterprise,Utilities and Mining,0,"Bution HoldCo 1, LLC",UMS,2020,Qtr 3,September,RETAIL
BYR1001,Customer - Mid-Market,Manufacturing,0,Byrne Dairy Inc.,CAST 1.0,2019,Qtr 2,April,MFG
CAC1001,Customer - Mid-Market,Wholesale Trade,0,"Cactus Wellhead, LLC",CAST 2.0,2020,Qtr 3,August,MFG
CAC5000,Customer - Enterprise,Restaurants and Hospitality,0,Cactus Restaurants Ltd.,CAST Canada,2019,Qtr 2,June,RETAIL
CAE1000,Customer - Strategic,Utilities and Mining,0,"Caerus Operations, LLC",CAST 1.0,2020,Qtr 1,January,MFG - ENERGY
CAF1001,Customer - Strategic,Wholesale Trade,0,"Caffey Distributing Company, Inc.",CAST 2.0,2019,Qtr 1,January,S&D
CAI1001,Customer - Strategic,Technology and Professional Services,0,"Blue Racer Midstream, LLC",CAST 1.0,2020,Qtr 1,January,MFG - ENERGY
CAL1013,Customer - Strategic,Wholesale Trade,0,Call4Health,CAST 1.0,2019,Qtr 1,January,S&D
CAL1014,Customer - Mid-Market,Restaurants and Hospitality,0,"California Fish Grill, LLC",CAST 2.0,2018,Qtr 4,October,RETAIL
CAL1015,Customer - Strategic,Technology and Professional Services,0,Calendly LLC,CAST 1.0,2021,Qtr 3,July,S&D
CAM1011,Customer - Strategic,Manufacturing,0,"Cambridge Innovation Institute, LLC",CAST 1.0,2020,Qtr 3,September,S&D
CAM5000,Customer - Strategic,Finance and Insurance,0,Cambrian Credit Union,CAST Canada,2020,Qtr 4,November,S&D - FIN
CAN1003,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,"Cantalician Center For Learning, Inc.",CAST 1.0,2019,Qtr 2,June,PUBLIC SECTOR
CAN5004,Customer - Enterprise,"Non-Profits, Membership, and Human Services",1,"Canadian Corps of Commissionaires, N.B. & P.E.I. Division, Inc.",CAST Canada,2019,Qtr 1,January,S&D
CAN5007,Customer - Enterprise,Transportation and Warehousing,0,Canada Cartage System Limited Partnership,CAST Canada,2020,Qtr 1,January,S&D
CAN5009,Customer - Strategic,Healthcare,0,"Canadian Mental Health Association,York Region Branch",CAST Canada,2019,Qtr 4,November,S&D
CAN5011,Customer - Strategic,Healthcare,0,Canadian Mental Health Association Waterloo Wellington Branch,CAST Canada,2021,Qtr 2,June,HEALTHCARE
CAN5012,Customer - Strategic,Construction,0,Canstar RestorationsLimited Partnership,CAST Canada,2021,Qtr 1,March,MFG
CAN5013,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,Canucks Autism Network Society,CAST Canada,2021,Qtr 2,April,PUBLIC SECTOR
CAP1014,Customer - Mid-Market,Manufacturing,0,"Captive-aire Systems, Inc.",CAST 2.0,2018,Qtr 1,January,MFG
CAP1015,Customer - Mid-Market,Finance and Insurance,0,The Cape Cod Five Cents Savings Bank,CAST 2.0,2018,Qtr 1,January,S&D - FIN
CAP1016,Customer - Strategic,Finance and Insurance,0,Capital Credit Union,CAST 1.0,2018,Qtr 3,July,S&D - FIN
CAP1017,Customer - Enterprise,Healthcare,0,Capital Senior Living Corporation,CAST 2.0,2018,Qtr 4,December,HEALTHCARE
CAP1018,Customer - Mid-Market,Real Estate,0,"Capstone Real Estate Services, Inc.",CAST 2.0,2019,Qtr 3,August,S&D
CAP1020,Customer - Mid-Market,Finance and Insurance,0,Capital City Bank,CAST 2.0,2019,Qtr 3,September,S&D - FIN
CAP1021,Customer - Strategic,Wholesale Trade,0,"Capital Distributing, LLC",CAST 1.0,2020,Qtr 3,September,S&D
CAP1022,Customer - Mid-Market,Finance and Insurance,0,"Capital Bank , N.A.",CAST 1.0,2021,Qtr 3,July,S&D - FIN
CAR1047,Customer - Strategic,Business Services,0,"CarePoint Healthcare, LLC",CAST 1.0,2019,Qtr 1,January,S&D
CAR1048,Customer - Strategic,Healthcare,1,"Carolina Digestive Health Associates, P. A.",CAST 1.0,2018,Qtr 3,July,HEALTHCARE
CAR1049,Customer - Enterprise,Manufacturing,0,"Cardinal Glass Industries, Inc.",Global,2019,Qtr 1,January,MFG
CAR1050,Customer - Mid-Market,"Non-Profits, Membership, and Human Services",0,"CareOregon, Inc.",CAST 2.0,2018,Qtr 3,July,S&D
CAR1053,Customer - Strategic,Education,0,Cary Academy,CAST 1.0,2018,Qtr 4,October,PUBLIC SECTOR - K12
CAR1054,Customer - Mid-Market,Real Estate,0,"Cardinal Group Management & Advisory, LLC",CAST 2.0,2019,Qtr 1,January,S&D
CAR1055,Customer - Mid-Market,Wholesale Trade,0,Carpets N More,CAST 1.0,2018,Qtr 4,December,MFG
CAR1056,Customer - Mid-Market,Finance and Insurance,0,Carter Bank & Trust,CAST 2.0,2019,Qtr 4,October,S&D - FIN
CAR1057,Customer - Strategic,Technology and Professional Services,0,"Cardlytics, Inc.",CAST 1.0,2020,Qtr 2,June,S&D
CAR1058,Customer - Strategic,Technology and Professional Services,0,Caravan Health,CAST 1.0,2020,Qtr 1,January,S&D
CAR1059,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,Care Resource Community Health Centers Incorporated,CAST 1.0,2020,Qtr 2,April,PUBLIC SECTOR
CAR1060,Customer - Mid-Market,Wholesale Trade,0,"Carter Machinery Company, Incorporated",CAST 2.0,2021,Qtr 1,January,MFG - ENERGY
CAR1065,Customer - Mid-Market,Technology and Professional Services,0,Carolina Franchise Holdings LLC,CAST 1.0,2021,Qtr 3,August,S&D - FIN
CAR5000,Customer - Mid-Market,Finance and Insurance,0,Cargojet Airways Ltd.,CAST Canada,2018,Qtr 3,September,S&D
CAS1015,Customer - Strategic,Technology and Professional Services,1,Cast & Crew,CAST 2.0,2018,Qtr 4,December,S&D
CAS1016,Customer - Mid-Market,Business Services,0,"Cass Information Systems, Inc.",CAST 2.0,2020,Qtr 4,October,S&D
CAS1017,Customer - Mid-Market,Real Estate,0,"Case & Associates Properties, Inc.",CAST 1.0,2021,Qtr 3,July,S&D
CAS1018,Customer - Mid-Market,Construction,0,Cass County Government,CAST 1.0,2021,Qtr 3,August,PUBLIC SECTOR
CAT1010,Customer - Enterprise,Education,0,"Catapult Learning, LLC",CAST 2.0,2018,Qtr 3,July,S&D
CAT1011,Customer - Enterprise,"Non-Profits, Membership, and Human Services",0,Catholic Human Services,CAST 2.0,2018,Qtr 4,December,S&D
CAT1012,Customer - Mid-Market,"Non-Profits, Membership, and Human Services",0,Catholic Charities Corporation d/b/a Catholic Charities Diocese of Cleveland,CAST 2.0,2018,Qtr 4,December,PUBLIC SECTOR
CAT1013,Customer - Strategic,"Non-Profits, Membership, and Human Services",0,"Catholic Charities, Diocese of Fort Worth, Incorporated",CAST 1.0,2019,Qtr 3,August,PUBLIC SECTOR
CAT1014,Customer - Strategic,Technology and Professional Services,0,"Cater to You, Inc.",CAST 1.0,2019,Qtr 3,July,RETAIL
CAY1000,Customer - Strategic,Manufacturing,0,"Cayman Chemical Company, Inc.",CAST 1.0,2018,Qtr 3,September,MFG - LIFE SCI
CBA1000,Customer - Enterprise,Restaurants and Hospitality,0,85C Bakery & Cafe,CAST 2.0,2018,Qtr 2,April,RETAIL
CBT1000,Customer - Strategic,Technology and Professional Services,0,CBT/Childs Bertman Tseckares Inc.,CAST 1.0,2018,Qtr 2,April,S&D
CCM1000,Customer - Strategic,Healthcare,0,CCM Health,CAST 1.0,2020,Qtr 4,November,HEALTHCARE
CEL1009,Customer - Mid-Market,Manufacturing,0,Cellofoam North America Inc.,CAST 1.0,2019,Qtr 2,April,MFG
CEL1010,Customer - Strategic,Manufacturing,0,Celia Corporation dba General Formulations,CAST 1.0,2019,Qtr 3,September,MFG
CEN1022,Customer - Strategic,Construction,0,"Century Fire Protection, LLC",CAST 2.0,2018,Qtr 1,January,MFG
CEN1024,Customer - Strategic,Technology and Professional Services,0,Cenero LLC,CAST 1.0,2019,Qtr 3,July,S&D
